stu_id,category,year_of_study,ai_hours,ai_use,prompt_skill,tool_diversity,dependence
100397,Arts,Sophomore,8.84,Debugging/Troubleshooting,Intermediate,2,5
100398,Humanities,Sophomore,34,Summarizing_Reading,Beginner,3,5
100399,Arts,Junior,23.92,Debugging/Troubleshooting,Intermediate,4,5
100400,Arts,Sophomore,11.08,Copywriting/Drafting,Beginner,2,6
100401,STEM,Senior,5.6,Summarizing_Reading,Advanced,3,1
100402,Medical,Senior,14.38,Copywriting/Drafting,Advanced,3,4
100403,Business,Sophomore,24.2,Copywriting/Drafting,Beginner,3,4
100404,Arts,Senior,12.02,Copywriting/Drafting,Beginner,1,4
100405,Humanities,Freshman,3.21,Direct_Answer_Generation,Beginner,3,3
100406,Medical,Senior,6.65,Debugging/Troubleshooting,Beginner,1,6
100407,Humanities,Junior,2.51,Copywriting/Drafting,Beginner,3,3
100408,STEM,Junior,21.32,Debugging/Troubleshooting,Advanced,4,6
100409,Medical,Freshman,0.75,Summarizing_Reading,Beginner,3,1
100410,STEM,Junior,30.41,Debugging/Troubleshooting,Advanced,3,5
100411,Humanities,Junior,1.93,Copywriting/Drafting,Beginner,2,4
100412,Medical,Junior,3.43,Direct_Answer_Generation,Advanced,5,3
100413,Medical,Sophomore,3.95,Ideation,Advanced,3,5
100414,Business,Freshman,20.05,Ideation,Intermediate,3,5
100415,Business,Junior,35.87,Ideation,Intermediate,1,5
100416,Humanities,Sophomore,1.19,Debugging/Troubleshooting,Intermediate,3,3
100417,STEM,Junior,27.04,Summarizing_Reading,Beginner,2,4
100418,Humanities,Junior,13.03,Copywriting/Drafting,Beginner,3,4
100419,Business,Sophomore,10.3,Ideation,Beginner,3,4
100420,Arts,Sophomore,0.19,Summarizing_Reading,Intermediate,5,4
100421,Arts,Junior,5.42,Debugging/Troubleshooting,Beginner,2,4
100422,Arts,Junior,9.65,Copywriting/Drafting,Advanced,4,5
100423,STEM,Junior,9.4,Copywriting/Drafting,Advanced,5,6
100424,Humanities,Graduate,22.74,Summarizing_Reading,Beginner,2,3
100425,STEM,Senior,6.48,Copywriting/Drafting,Beginner,2,3
100426,Business,Freshman,0.87,Debugging/Troubleshooting,Intermediate,2,3
100427,Humanities,Junior,1.51,Summarizing_Reading,Intermediate,4,5
100428,Medical,Sophomore,24.1,Debugging/Troubleshooting,Beginner,2,5
100429,Humanities,Sophomore,0.5,Copywriting/Drafting,Intermediate,2,1
100430,STEM,Graduate,10.91,Ideation,Beginner,1,3
100431,STEM,Junior,10.74,Ideation,Advanced,4,4
100432,Arts,Senior,4.96,Copywriting/Drafting,Advanced,3,5
100433,Business,Graduate,40,Copywriting/Drafting,Beginner,3,9
100434,STEM,Freshman,0.52,Ideation,Intermediate,3,3
100435,STEM,Freshman,19.83,Summarizing_Reading,Intermediate,3,4
100436,Business,Sophomore,0.79,Ideation,Advanced,5,2
100437,STEM,Freshman,14.46,Debugging/Troubleshooting,Advanced,3,2
100438,Arts,Freshman,2.29,Ideation,Beginner,2,1
100439,Business,Graduate,21.41,Debugging/Troubleshooting,Intermediate,5,6
100440,STEM,Graduate,6.21,Copywriting/Drafting,Advanced,4,2
100441,STEM,Senior,32.96,Ideation,Advanced,3,6
100442,Medical,Senior,1.35,Debugging/Troubleshooting,Intermediate,2,3
100443,Humanities,Freshman,9.74,Copywriting/Drafting,Beginner,3,4
100444,Humanities,Junior,2.22,Copywriting/Drafting,Intermediate,2,5
100445,Arts,Freshman,6.84,Debugging/Troubleshooting,Advanced,3,3
100446,Medical,Sophomore,10.18,Copywriting/Drafting,Advanced,3,3
100447,Medical,Sophomore,12.12,Summarizing_Reading,Advanced,3,3
100448,Arts,Junior,6.12,Ideation,Advanced,3,3
100449,Humanities,Freshman,0.1,Debugging/Troubleshooting,Beginner,3,2
100450,STEM,Freshman,1.13,Debugging/Troubleshooting,Intermediate,1,4
100451,Arts,Junior,2.26,Copywriting/Drafting,Intermediate,5,1
100452,Business,Junior,2.91,Direct_Answer_Generation,Advanced,3,2
100453,Humanities,Sophomore,7.81,Direct_Answer_Generation,Intermediate,4,3
100454,Medical,Freshman,0.67,Summarizing_Reading,Advanced,3,5
100455,STEM,Graduate,6.08,Ideation,Advanced,4,1
100456,Humanities,Freshman,2.54,Ideation,Advanced,4,4
100457,STEM,Senior,17.5,Copywriting/Drafting,Intermediate,4,6
100458,Humanities,Freshman,9.31,Debugging/Troubleshooting,Beginner,3,1
100459,STEM,Junior,19.65,Copywriting/Drafting,Intermediate,3,5
100460,STEM,Senior,4.45,Debugging/Troubleshooting,Beginner,3,2
100461,STEM,Senior,40,Copywriting/Drafting,Advanced,3,7
100462,Business,Sophomore,9.64,Ideation,Beginner,1,1
100463,Business,Freshman,3.59,Copywriting/Drafting,Advanced,5,3
100464,Business,Senior,4.86,Debugging/Troubleshooting,Intermediate,2,4
100465,Medical,Junior,7.65,Direct_Answer_Generation,Advanced,4,4
100466,Humanities,Senior,1.06,Ideation,Intermediate,2,4
100467,STEM,Senior,11.98,Debugging/Troubleshooting,Intermediate,1,5
100468,Arts,Junior,1.46,Copywriting/Drafting,Beginner,2,2
100469,STEM,Graduate,18.38,Debugging/Troubleshooting,Beginner,3,6
100470,Medical,Junior,3.53,Copywriting/Drafting,Intermediate,3,6
100471,STEM,Senior,23.26,Ideation,Beginner,1,6
100472,Medical,Senior,6.87,Debugging/Troubleshooting,Intermediate,5,1
100473,STEM,Junior,2.1,Debugging/Troubleshooting,Beginner,2,2
100474,Medical,Junior,0.46,Debugging/Troubleshooting,Beginner,1,1
100475,Business,Senior,9.92,Debugging/Troubleshooting,Beginner,2,2
100476,Medical,Junior,3.85,Direct_Answer_Generation,Beginner,2,5
100477,STEM,Junior,3.15,Debugging/Troubleshooting,Intermediate,2,3
100478,Business,Senior,13.28,Ideation,Intermediate,3,6
100479,Medical,Freshman,9.24,Summarizing_Reading,Intermediate,1,4
100480,Business,Freshman,1.9,Copywriting/Drafting,Advanced,3,1
100481,Business,Freshman,4.1,Summarizing_Reading,Intermediate,3,4
100482,Business,Junior,6.14,Summarizing_Reading,Advanced,4,1
100483,Humanities,Graduate,0.84,Summarizing_Reading,Beginner,1,2
100484,Business,Senior,3.76,Debugging/Troubleshooting,Beginner,3,3
100485,Business,Graduate,4.7,Debugging/Troubleshooting,Beginner,3,5
100486,Medical,Freshman,24.31,Summarizing_Reading,Advanced,3,8
100487,STEM,Senior,9.2,Ideation,Beginner,1,3
100488,STEM,Sophomore,0.3,Copywriting/Drafting,Advanced,5,2
100489,Medical,Freshman,25.56,Summarizing_Reading,Advanced,4,5
100490,Medical,Senior,7.58,Copywriting/Drafting,Intermediate,2,4
100491,Humanities,Freshman,1.1,Summarizing_Reading,Beginner,1,2
100492,Business,Freshman,14.92,Debugging/Troubleshooting,Beginner,2,6
100493,STEM,Sophomore,31.2,Direct_Answer_Generation,Intermediate,3,8
100494,STEM,Senior,10.68,Debugging/Troubleshooting,Beginner,3,1
100495,Humanities,Junior,20.45,Ideation,Advanced,3,4
100496,Humanities,Sophomore,5.02,Copywriting/Drafting,Beginner,2,3
100497,Business,Freshman,0.46,Copywriting/Drafting,Intermediate,2,2
100498,STEM,Freshman,5.12,Debugging/Troubleshooting,Beginner,3,1
100499,Medical,Freshman,10.8,Summarizing_Reading,Advanced,4,3
100500,Medical,Graduate,11.74,Debugging/Troubleshooting,Advanced,3,5
100501,Business,Graduate,8.44,Summarizing_Reading,Beginner,2,4
100502,Business,Graduate,1.55,Ideation,Beginner,3,4
100503,Humanities,Senior,1.51,Copywriting/Drafting,Advanced,3,2
100504,Arts,Graduate,1.88,Copywriting/Drafting,Beginner,2,4
100505,Business,Senior,0.59,Copywriting/Drafting,Beginner,2,1
100506,STEM,Graduate,27.97,Debugging/Troubleshooting,Intermediate,3,7
100507,Medical,Senior,3.36,Summarizing_Reading,Advanced,4,5
100508,Arts,Junior,1.31,Summarizing_Reading,Advanced,3,3
100509,Medical,Sophomore,10.81,Debugging/Troubleshooting,Intermediate,1,4
100510,Business,Junior,17.74,Summarizing_Reading,Intermediate,4,6
100511,Business,Junior,4.07,Ideation,Beginner,1,1
100512,Humanities,Junior,0.68,Ideation,Beginner,1,1
100513,Medical,Senior,7.83,Debugging/Troubleshooting,Beginner,3,2
100514,Arts,Senior,1.81,Copywriting/Drafting,Beginner,2,3
100515,STEM,Freshman,6.87,Ideation,Intermediate,3,5
100516,STEM,Sophomore,4.76,Direct_Answer_Generation,Intermediate,3,1
100517,Humanities,Graduate,0.92,Copywriting/Drafting,Advanced,4,2
100518,Arts,Junior,1.32,Copywriting/Drafting,Intermediate,5,4
100519,Medical,Sophomore,26.89,Debugging/Troubleshooting,Advanced,4,4
100520,STEM,Graduate,6.97,Summarizing_Reading,Intermediate,1,4
100521,Business,Sophomore,26.78,Copywriting/Drafting,Beginner,2,8
100522,Humanities,Sophomore,2.78,Ideation,Intermediate,1,2
100523,Medical,Sophomore,6.77,Summarizing_Reading,Beginner,3,4
100524,Arts,Graduate,13.68,Copywriting/Drafting,Intermediate,3,5
100525,Arts,Senior,0.28,Copywriting/Drafting,Advanced,4,2
100526,Humanities,Junior,2.75,Copywriting/Drafting,Beginner,2,3
100527,Humanities,Graduate,8.82,Direct_Answer_Generation,Intermediate,3,5
100528,STEM,Graduate,3.16,Debugging/Troubleshooting,Beginner,2,5
100529,STEM,Senior,24.32,Debugging/Troubleshooting,Intermediate,1,5
100530,Arts,Graduate,4.47,Ideation,Advanced,4,4
100531,Arts,Senior,7.95,Copywriting/Drafting,Intermediate,3,4
100532,Medical,Junior,11.57,Summarizing_Reading,Intermediate,2,1
100533,Medical,Junior,4.31,Direct_Answer_Generation,Beginner,2,4
100534,Business,Sophomore,21.41,Direct_Answer_Generation,Intermediate,4,7
100535,Arts,Freshman,2.2,Summarizing_Reading,Beginner,2,1
100536,Medical,Senior,4.96,Summarizing_Reading,Advanced,3,2
100537,Arts,Freshman,1.63,Direct_Answer_Generation,Beginner,2,4
100538,STEM,Sophomore,2.68,Debugging/Troubleshooting,Intermediate,2,3
100539,Humanities,Sophomore,4.61,Copywriting/Drafting,Intermediate,3,3
100540,STEM,Junior,16.98,Direct_Answer_Generation,Intermediate,2,5
100541,Medical,Sophomore,17.3,Summarizing_Reading,Intermediate,2,6
100542,Business,Senior,1.46,Ideation,Beginner,3,4
100543,STEM,Graduate,5.02,Debugging/Troubleshooting,Advanced,3,2
100544,Business,Graduate,25.99,Summarizing_Reading,Beginner,3,8
100545,Business,Junior,1.05,Copywriting/Drafting,Beginner,2,2
100546,Humanities,Graduate,11.26,Summarizing_Reading,Intermediate,5,2
100547,STEM,Sophomore,4.78,Ideation,Intermediate,4,5
100548,Business,Junior,2.31,Ideation,Beginner,2,3
100549,Business,Sophomore,3.22,Ideation,Advanced,5,3
100550,Arts,Graduate,7.81,Copywriting/Drafting,Intermediate,2,3
100551,Business,Freshman,10.93,Ideation,Beginner,2,2
100552,Arts,Junior,1.86,Copywriting/Drafting,Intermediate,2,4
100553,Business,Senior,7.39,Debugging/Troubleshooting,Advanced,5,3
100554,Business,Junior,0.52,Debugging/Troubleshooting,Advanced,5,1
100555,Medical,Freshman,19.12,Summarizing_Reading,Advanced,3,8
100556,Humanities,Junior,5.29,Copywriting/Drafting,Advanced,3,2
100557,STEM,Senior,40,Debugging/Troubleshooting,Beginner,3,10
100558,STEM,Freshman,1.6,Copywriting/Drafting,Intermediate,2,3
100559,Arts,Senior,4.35,Ideation,Intermediate,3,3
100560,Business,Graduate,6.33,Summarizing_Reading,Intermediate,1,3
100561,Business,Graduate,4.5,Direct_Answer_Generation,Advanced,4,3
100562,STEM,Sophomore,11.31,Direct_Answer_Generation,Intermediate,1,3
100563,STEM,Freshman,6.68,Direct_Answer_Generation,Beginner,2,5
100564,STEM,Sophomore,9.96,Debugging/Troubleshooting,Advanced,3,3
100565,Humanities,Senior,20.04,Summarizing_Reading,Advanced,4,2
100566,Business,Graduate,5.65,Ideation,Intermediate,2,5
100567,Humanities,Graduate,13.22,Ideation,Advanced,5,4
100568,Humanities,Graduate,2.93,Copywriting/Drafting,Advanced,3,2
100569,Medical,Senior,2.17,Debugging/Troubleshooting,Intermediate,2,3
100570,Humanities,Senior,1.05,Debugging/Troubleshooting,Beginner,1,1
100571,Business,Freshman,8.21,Direct_Answer_Generation,Beginner,1,4
100572,Arts,Sophomore,0.16,Copywriting/Drafting,Advanced,4,4
100573,Humanities,Graduate,0.93,Copywriting/Drafting,Beginner,3,1
100574,Business,Senior,13.69,Ideation,Beginner,3,2
100575,Arts,Junior,11.52,Direct_Answer_Generation,Advanced,4,6
100576,Medical,Freshman,0.08,Debugging/Troubleshooting,Beginner,3,2
100577,STEM,Sophomore,33.38,Debugging/Troubleshooting,Beginner,2,9
100578,Medical,Junior,4.87,Summarizing_Reading,Advanced,5,1
100579,Humanities,Graduate,2.44,Copywriting/Drafting,Advanced,5,5
100580,STEM,Freshman,9.82,Copywriting/Drafting,Advanced,3,3
100581,Humanities,Freshman,1.7,Copywriting/Drafting,Advanced,5,2
100582,Medical,Senior,0.88,Summarizing_Reading,Beginner,3,3
100583,Humanities,Sophomore,14.35,Copywriting/Drafting,Advanced,3,2
100584,Humanities,Freshman,0.85,Copywriting/Drafting,Intermediate,2,1
100585,Business,Freshman,3.44,Summarizing_Reading,Intermediate,2,4
100586,STEM,Junior,13.52,Debugging/Troubleshooting,Intermediate,2,3
100587,STEM,Junior,29.44,Direct_Answer_Generation,Intermediate,1,8
100588,STEM,Graduate,1.03,Ideation,Advanced,5,3
100589,STEM,Junior,12.67,Debugging/Troubleshooting,Intermediate,2,3
100590,STEM,Senior,11.69,Copywriting/Drafting,Advanced,5,3
100591,STEM,Freshman,3.32,Debugging/Troubleshooting,Intermediate,3,4
100592,Business,Senior,17.71,Ideation,Beginner,3,7
100593,STEM,Senior,5.92,Debugging/Troubleshooting,Intermediate,1,4
100594,Humanities,Freshman,1.96,Direct_Answer_Generation,Intermediate,4,3
100595,Medical,Senior,5.58,Debugging/Troubleshooting,Advanced,3,2
100596,Humanities,Freshman,1.73,Copywriting/Drafting,Beginner,2,2
100597,Business,Junior,9.47,Ideation,Advanced,3,3
100598,STEM,Senior,2.41,Summarizing_Reading,Beginner,2,2
100599,STEM,Senior,20.74,Direct_Answer_Generation,Advanced,4,4
100600,STEM,Graduate,13.45,Debugging/Troubleshooting,Advanced,3,1
100601,STEM,Graduate,40,Debugging/Troubleshooting,Intermediate,2,9
100602,STEM,Senior,1.27,Debugging/Troubleshooting,Beginner,1,3
100603,STEM,Graduate,2.13,Ideation,Beginner,1,4
100604,STEM,Freshman,3.81,Debugging/Troubleshooting,Beginner,2,1
100605,STEM,Sophomore,3.77,Debugging/Troubleshooting,Beginner,2,4
100606,Humanities,Freshman,5.49,Debugging/Troubleshooting,Intermediate,1,5
100607,STEM,Sophomore,28.42,Debugging/Troubleshooting,Intermediate,3,4
100608,Humanities,Sophomore,0.52,Direct_Answer_Generation,Beginner,2,4
100609,Business,Graduate,32.17,Copywriting/Drafting,Intermediate,3,8
100610,Business,Junior,1.16,Debugging/Troubleshooting,Beginner,1,1
100611,STEM,Senior,3.39,Debugging/Troubleshooting,Advanced,5,1
100612,Arts,Sophomore,3.33,Copywriting/Drafting,Intermediate,3,3
100613,Business,Junior,6.13,Ideation,Intermediate,3,4
100614,STEM,Senior,28.52,Summarizing_Reading,Intermediate,3,6
100615,Medical,Sophomore,6.01,Summarizing_Reading,Advanced,5,2
100616,Medical,Graduate,38,Copywriting/Drafting,Intermediate,1,6
100617,STEM,Freshman,37.28,Debugging/Troubleshooting,Advanced,3,8
100618,STEM,Graduate,15.05,Copywriting/Drafting,Advanced,3,7
100619,Arts,Freshman,2.04,Ideation,Intermediate,1,1
100620,Business,Junior,0.69,Ideation,Beginner,1,1
100621,STEM,Graduate,9.33,Summarizing_Reading,Intermediate,4,2
100622,STEM,Junior,0.83,Debugging/Troubleshooting,Advanced,3,2
100623,Humanities,Junior,1.65,Copywriting/Drafting,Intermediate,3,2
100624,Humanities,Senior,5.55,Direct_Answer_Generation,Intermediate,4,4
100625,Business,Sophomore,13.83,Summarizing_Reading,Beginner,2,6
100626,Humanities,Freshman,6.82,Copywriting/Drafting,Advanced,4,4
100627,Humanities,Sophomore,23.14,Direct_Answer_Generation,Beginner,1,3
100628,Business,Freshman,8.1,Debugging/Troubleshooting,Intermediate,3,5
100629,STEM,Graduate,0.7,Summarizing_Reading,Intermediate,5,1
100630,STEM,Graduate,1.08,Debugging/Troubleshooting,Beginner,2,1
100631,Business,Sophomore,7.6,Ideation,Intermediate,5,4
100632,Medical,Senior,3.38,Summarizing_Reading,Advanced,5,2
100633,Business,Freshman,5.57,Ideation,Advanced,3,3
100634,Business,Freshman,2.29,Debugging/Troubleshooting,Advanced,5,2
100635,STEM,Senior,7.49,Summarizing_Reading,Beginner,3,3
100636,Humanities,Sophomore,16.58,Copywriting/Drafting,Intermediate,3,5
100637,Business,Freshman,12.22,Direct_Answer_Generation,Beginner,3,5
100638,STEM,Senior,0.25,Copywriting/Drafting,Advanced,3,1
100639,STEM,Graduate,6.26,Direct_Answer_Generation,Beginner,3,1
100640,Humanities,Junior,4.04,Copywriting/Drafting,Beginner,2,3
100641,STEM,Sophomore,12.91,Copywriting/Drafting,Beginner,1,7
100642,Humanities,Sophomore,9.87,Ideation,Intermediate,4,2
100643,STEM,Senior,0.8,Summarizing_Reading,Advanced,3,1
100644,Humanities,Senior,0.47,Ideation,Beginner,1,5
100645,STEM,Graduate,4.57,Debugging/Troubleshooting,Beginner,1,2
100646,Medical,Graduate,9.6,Ideation,Intermediate,4,4
100647,Business,Graduate,1.91,Ideation,Beginner,1,3
100648,Business,Senior,8.57,Ideation,Intermediate,4,7
100649,Arts,Junior,1.07,Summarizing_Reading,Beginner,1,3
100650,Humanities,Senior,2.23,Ideation,Beginner,3,1
100651,STEM,Senior,39,Direct_Answer_Generation,Beginner,1,10
100652,Business,Freshman,0.22,Ideation,Advanced,5,1
100653,Business,Junior,6.38,Ideation,Advanced,5,2
100654,Business,Freshman,0.86,Ideation,Intermediate,4,1
100655,Humanities,Graduate,12.25,Debugging/Troubleshooting,Intermediate,1,5
100656,STEM,Sophomore,4.55,Ideation,Advanced,4,4
100657,STEM,Senior,40,Ideation,Beginner,1,10
100658,Humanities,Sophomore,24.6,Copywriting/Drafting,Intermediate,4,8
100659,Business,Senior,18.03,Summarizing_Reading,Beginner,1,3
100660,Business,Sophomore,4.71,Copywriting/Drafting,Advanced,5,3
100661,Humanities,Senior,0.73,Ideation,Beginner,3,3
100662,Medical,Freshman,8.33,Summarizing_Reading,Advanced,3,2
100663,Business,Junior,3.54,Ideation,Intermediate,2,4
100664,STEM,Freshman,1.09,Debugging/Troubleshooting,Beginner,1,2
100665,STEM,Junior,2.72,Debugging/Troubleshooting,Intermediate,4,2
100666,STEM,Senior,0.73,Debugging/Troubleshooting,Intermediate,3,3
100667,STEM,Senior,12.81,Copywriting/Drafting,Advanced,5,5
100668,STEM,Freshman,22.89,Debugging/Troubleshooting,Beginner,2,8
100669,STEM,Junior,2.46,Ideation,Intermediate,5,2
100670,STEM,Graduate,14.75,Ideation,Intermediate,4,4
100671,STEM,Senior,10.53,Debugging/Troubleshooting,Intermediate,4,3
100672,Medical,Freshman,15.64,Ideation,Intermediate,2,4
100673,STEM,Sophomore,13.93,Debugging/Troubleshooting,Intermediate,3,4
100674,Business,Junior,0.94,Debugging/Troubleshooting,Advanced,4,3
100675,Humanities,Freshman,17.34,Copywriting/Drafting,Advanced,4,8
100676,Medical,Senior,8.53,Summarizing_Reading,Beginner,3,3
100677,STEM,Junior,9.23,Direct_Answer_Generation,Beginner,2,2
100678,Humanities,Freshman,6.79,Summarizing_Reading,Beginner,2,5
100679,Medical,Junior,0.2,Copywriting/Drafting,Beginner,3,4
100680,Arts,Senior,15.05,Copywriting/Drafting,Intermediate,3,4
100681,Arts,Sophomore,18.63,Summarizing_Reading,Advanced,4,3
100682,STEM,Sophomore,9.57,Ideation,Intermediate,5,6
100683,STEM,Senior,0.42,Summarizing_Reading,Intermediate,1,1
100684,Business,Freshman,2.73,Summarizing_Reading,Beginner,2,2
100685,Medical,Senior,8.76,Debugging/Troubleshooting,Beginner,2,5
100686,Business,Graduate,8.4,Ideation,Advanced,4,3
100687,Business,Graduate,14.51,Debugging/Troubleshooting,Beginner,1,5
100688,STEM,Junior,5.02,Debugging/Troubleshooting,Intermediate,4,3
100689,Arts,Junior,30.95,Summarizing_Reading,Intermediate,2,6
100690,STEM,Graduate,28.96,Debugging/Troubleshooting,Advanced,3,7
100691,Humanities,Sophomore,2.81,Debugging/Troubleshooting,Beginner,3,5
100692,Humanities,Freshman,5.67,Copywriting/Drafting,Intermediate,2,1
100693,Business,Sophomore,3.06,Ideation,Intermediate,4,2
100694,STEM,Graduate,0.39,Ideation,Advanced,4,3
100695,STEM,Junior,15.32,Debugging/Troubleshooting,Intermediate,3,3
100696,Business,Junior,3.41,Direct_Answer_Generation,Intermediate,3,1
100697,STEM,Senior,1.77,Ideation,Intermediate,3,1
100698,Business,Junior,1.87,Summarizing_Reading,Beginner,1,3
100699,STEM,Freshman,9.46,Debugging/Troubleshooting,Intermediate,5,2
100700,Humanities,Junior,1.32,Ideation,Intermediate,3,3
100701,Business,Senior,0.99,Ideation,Advanced,5,1
100702,STEM,Senior,40,Debugging/Troubleshooting,Beginner,2,7
100703,Humanities,Senior,0.52,Copywriting/Drafting,Beginner,3,1
100704,STEM,Junior,0.34,Debugging/Troubleshooting,Beginner,2,3
100705,STEM,Graduate,12.68,Direct_Answer_Generation,Intermediate,2,3
100706,Medical,Junior,37.39,Direct_Answer_Generation,Beginner,3,7
100707,Humanities,Junior,6.75,Copywriting/Drafting,Intermediate,2,6
100708,Arts,Senior,16.65,Debugging/Troubleshooting,Intermediate,3,6
100709,STEM,Senior,4.68,Direct_Answer_Generation,Intermediate,3,4
100710,Business,Senior,11.43,Direct_Answer_Generation,Beginner,2,2
100711,Arts,Freshman,8.03,Direct_Answer_Generation,Beginner,2,3
100712,Business,Sophomore,16.69,Direct_Answer_Generation,Intermediate,1,2
100713,Humanities,Freshman,2.37,Copywriting/Drafting,Intermediate,3,3
100714,Humanities,Sophomore,0.04,Copywriting/Drafting,Intermediate,3,2
100715,Humanities,Junior,12.32,Copywriting/Drafting,Intermediate,4,4
100716,Medical,Senior,3.77,Ideation,Advanced,5,1
100717,Arts,Junior,1.14,Copywriting/Drafting,Beginner,3,1
100718,Medical,Freshman,2.31,Direct_Answer_Generation,Beginner,3,2
100719,STEM,Sophomore,2.35,Copywriting/Drafting,Advanced,4,1
100720,Business,Junior,0.76,Ideation,Advanced,4,2
100721,Medical,Senior,32.84,Summarizing_Reading,Intermediate,1,8
100722,STEM,Graduate,6.88,Summarizing_Reading,Intermediate,2,1
100723,STEM,Graduate,0.81,Debugging/Troubleshooting,Beginner,1,4
100724,Business,Graduate,1.12,Direct_Answer_Generation,Beginner,2,2
100725,Business,Junior,34,Direct_Answer_Generation,Beginner,3,8
100726,Arts,Senior,5.43,Summarizing_Reading,Beginner,2,5
100727,STEM,Sophomore,10.83,Debugging/Troubleshooting,Advanced,5,3
100728,Arts,Freshman,4.57,Copywriting/Drafting,Intermediate,2,4
100729,STEM,Freshman,4.09,Debugging/Troubleshooting,Intermediate,4,2
100730,STEM,Sophomore,3.69,Debugging/Troubleshooting,Advanced,4,1
100731,STEM,Freshman,7.08,Debugging/Troubleshooting,Advanced,3,5
100732,Arts,Graduate,2.95,Copywriting/Drafting,Advanced,4,2
100733,Business,Junior,0.25,Direct_Answer_Generation,Advanced,3,3
100734,Business,Senior,10.58,Ideation,Intermediate,4,3
100735,Humanities,Graduate,2.7,Copywriting/Drafting,Intermediate,1,1
100736,Medical,Graduate,3.4,Summarizing_Reading,Intermediate,3,3
100737,Humanities,Graduate,15.06,Copywriting/Drafting,Beginner,2,6
100738,Arts,Senior,0.54,Copywriting/Drafting,Intermediate,1,1
100739,Humanities,Junior,17.72,Copywriting/Drafting,Beginner,1,6
100740,Humanities,Junior,10.44,Summarizing_Reading,Beginner,2,6
100741,Humanities,Senior,5.33,Copywriting/Drafting,Beginner,3,1
100742,Humanities,Graduate,6.5,Copywriting/Drafting,Intermediate,5,5
100743,Business,Graduate,7.5,Ideation,Beginner,1,2
100744,Business,Senior,8.91,Summarizing_Reading,Beginner,3,3
100745,STEM,Junior,6.04,Debugging/Troubleshooting,Advanced,4,4
100746,Medical,Graduate,10.17,Ideation,Intermediate,3,3
100747,Humanities,Graduate,7.27,Debugging/Troubleshooting,Intermediate,3,4
100748,Business,Junior,7.89,Direct_Answer_Generation,Intermediate,2,5
100749,Medical,Senior,19.78,Copywriting/Drafting,Beginner,2,5
100750,Business,Senior,4.79,Ideation,Intermediate,3,3
100751,STEM,Junior,40,Copywriting/Drafting,Intermediate,2,7
100752,Medical,Senior,0.63,Direct_Answer_Generation,Beginner,2,4
100753,Business,Freshman,33.53,Ideation,Advanced,3,7
100754,Humanities,Junior,0.64,Direct_Answer_Generation,Beginner,2,1
100755,STEM,Junior,2.39,Debugging/Troubleshooting,Beginner,3,1
100756,Arts,Senior,1.81,Copywriting/Drafting,Beginner,3,3
100757,Business,Freshman,12.19,Debugging/Troubleshooting,Beginner,2,4
100758,Business,Freshman,6.72,Ideation,Intermediate,3,2
100759,Medical,Graduate,0.72,Direct_Answer_Generation,Advanced,3,1
100760,Arts,Sophomore,27.24,Copywriting/Drafting,Intermediate,1,8
100761,STEM,Sophomore,40,Summarizing_Reading,Advanced,4,9
100762,Humanities,Senior,1.4,Direct_Answer_Generation,Advanced,4,3
100763,STEM,Sophomore,1.34,Copywriting/Drafting,Intermediate,2,4
100764,Business,Senior,8.67,Ideation,Advanced,4,3
100765,STEM,Sophomore,4.94,Summarizing_Reading,Intermediate,2,1
100766,Business,Senior,3.87,Ideation,Beginner,2,5
100767,Arts,Junior,4.95,Copywriting/Drafting,Intermediate,2,3
100768,Medical,Graduate,13.73,Summarizing_Reading,Intermediate,4,2
100769,Humanities,Sophomore,5.48,Direct_Answer_Generation,Advanced,3,4
100770,Arts,Sophomore,1.33,Copywriting/Drafting,Intermediate,5,3
100771,STEM,Graduate,0.09,Debugging/Troubleshooting,Beginner,1,3
100772,Arts,Senior,7.4,Direct_Answer_Generation,Advanced,4,4
100773,STEM,Senior,2.36,Summarizing_Reading,Advanced,3,2
100774,Humanities,Sophomore,12.27,Copywriting/Drafting,Advanced,3,6
100775,Arts,Junior,1.51,Copywriting/Drafting,Beginner,1,2
100776,STEM,Sophomore,23.55,Copywriting/Drafting,Intermediate,1,5
100777,STEM,Sophomore,17.94,Debugging/Troubleshooting,Beginner,2,5
100778,Business,Junior,16.34,Direct_Answer_Generation,Beginner,2,4
100779,Business,Graduate,9.01,Summarizing_Reading,Beginner,2,3
100780,Business,Freshman,0.81,Ideation,Beginner,3,4
100781,Business,Sophomore,3.87,Ideation,Intermediate,4,5
100782,Business,Sophomore,1.42,Direct_Answer_Generation,Beginner,1,2
100783,STEM,Senior,3.75,Debugging/Troubleshooting,Advanced,3,1
100784,Humanities,Junior,3.15,Ideation,Intermediate,2,1
100785,STEM,Sophomore,1.11,Debugging/Troubleshooting,Intermediate,5,2
100786,Medical,Senior,13.24,Summarizing_Reading,Advanced,5,5
100787,Business,Sophomore,3.92,Summarizing_Reading,Beginner,3,2
100788,Humanities,Sophomore,3.36,Direct_Answer_Generation,Beginner,2,6
100789,Humanities,Freshman,5.87,Ideation,Beginner,3,1
100790,Medical,Freshman,14.82,Summarizing_Reading,Advanced,4,3
100791,STEM,Freshman,3.7,Summarizing_Reading,Advanced,4,2
100792,Business,Sophomore,6.96,Ideation,Advanced,5,6
